date,item_code,brand_name,quantity,unit_price,executive
2025-04-16,NES033,Gold Cornflakes,5,42.4,Amira
2022-05-29,NES072,Lactogrow,8,102.1,Hazim
2022-12-18,NES060,Cerelac,8,91.2,Hazim
2022-06-22,NES050,Maggi,3,135.8,Viknesh
2024-05-04,NES070,KitKat,9,69.4,Wei Yong
2024-05-14,NES086,Milo,3,63.1,Amira
2024-11-12,NES080,Nescafé,6,138.6,John
2024-12-29,NES085,Koko Krunch,9,78.5,John
2023-04-14,NES063,Cerelac,6,90.5,Amira
2022-03-19,NES012,Cerelac,1,64.8,Amira
2022-08-03,NES019,Koko Krunch,1,98.4,Amira
2024-01-19,NES036,Lactogrow,3,60.7,Amira
2024-05-24,NES052,Nestum,9,71.0,Wei Yong
2024-03-18,NES019,Koko Krunch,7,98.4,Wei Yong
2022-04-04,NES046,Gold Cornflakes,10,100.9,Viknesh
2022-08-14,NES027,Nestum,9,53.5,Viknesh
2023-06-28,NES074,Nescafé,3,62.8,Hazim
2023-07-31,NES069,Maggi,1,102.2,Hazim
2022-10-09,NES088,Milo,9,79.2,Amira
2022-04-15,NES028,Koko Krunch,10,146.0,John
2025-03-08,NES012,Cerelac,7,64.8,Hazim
2023-06-13,NES007,KitKat,8,119.9,John
2024-08-18,NES078,Lactogrow,9,42.1,John
2024-10-18,NES067,Cerelac,6,69.3,Viknesh
2022-09-07,NES015,Lactogrow,10,36.7,Hazim
2022-06-13,NES037,Milo,7,136.5,Amira
2023-01-24,NES010,Maggi,7,103.5,Hazim
2023-09-26,NES062,Gold Cornflakes,2,105.4,Viknesh
2024-07-20,NES013,Lactogrow,10,117.0,Amira
2022-11-11,NES098,Gold Cornflakes,10,44.7,John
2022-12-14,NES040,Nescafé,10,94.6,Wei Yong
2023-03-26,NES057,Nescafé,7,83.7,Viknesh
2025-02-08,NES051,Maggi,3,112.1,Amira
2024-01-05,NES003,KitKat,9,145.3,John
2025-03-13,NES034,Gold Cornflakes,10,47.7,Amira
2024-02-10,NES019,Koko Krunch,5,98.4,Amira
2025-05-22,NES008,Gold Cornflakes,8,96.0,Hazim
2022-01-02,NES073,Nescafé,4,116.0,Hazim
2022-06-14,NES048,Nestum,2,132.4,John
2022-06-19,NES046,Gold Cornflakes,3,100.9,Wei Yong
2025-04-13,NES009,Koko Krunch,5,85.6,Wei Yong
2022-11-29,NES001,Cerelac,10,46.7,John
2025-04-01,NES031,Gold Cornflakes,10,63.9,Amira
2022-01-12,NES073,Nescafé,6,116.0,Amira
2024-04-07,NES079,Nescafé,10,34.7,John
2023-03-07,NES033,Gold Cornflakes,8,42.4,Viknesh
2024-01-24,NES004,Milo,1,128.2,Viknesh
